Date,Open,High,Low,Close,Adj Close,Volume,Comments,Sentiment
2021-11-04,62941.804688,63123.289063,60799.664063,61452.230469,61452.230469,32615846901,"The various texts express positive sentiment towards Bitcoin and cryptocurrency. There are mentions of a significant Bitcoin transaction by a whale, promotional hype for a new finance token with potential high returns, and endorsements of crypto projects that inspire confidence. Additionally, there are encouragements to accept Bitcoin as payment and claims of recovering sc",0
2021-11-05,61460.078125,62541.46875,60844.609375,61125.675781,61125.675781,30605102446,"The sentiment towards Bitcoin is mixed. One user expressed gratitude for learning about Bitcoin through interviews and a recommended blockchain course, while another warned of an imminent market downturn with the hashtag #winteriscoming. Current prices of Bitcoin and other cryptocurrencies were shared, indicating market interest. Some users discussed the undervalued",0
2021-11-06,61068.875,61590.683594,60163.78125,61527.480469,61527.480469,29094934221,"The sentiment towards Bitcoin across various messages is generally positive and optimistic. Multiple projects associated with Bitcoin are described as promising, excellent, and potentially successful. Users are encouraged to join and participate in these projects, with the expectation that they will perform well in the future. There's also a mention of Bitcoin's",1
2021-11-11,64978.890625,65579.015625,64180.488281,64949.960938,64949.960938,35880633236,"Positive sentiment is reflected in the enthusiasm for rallying around specific Bitcoin Improvement Proposals (BIPs), and the energy of Bitcoiners is apparent. A Bitcoin Whale Alert indicates significant transaction activity, suggesting investor interest. The upward trending Bitcoin market is perceived as neutral momentum by traders. A Multisig setup",1
2021-11-12,64863.980469,65460.816406,62333.914063,64155.941406,64155.941406,36084893887,"The cryptocurrency market is experiencing a downturn after the SEC rejected VanEck's spot Bitcoin ETF, citing inconsistency with its rules. Despite the selloff, influential voices like @saylor still affirm that Bitcoin remains the top cryptocurrency. Crypto valuations fluctuate, but Bitcoin's long-term value is emphasized",0
2021-11-18,60360.136719,60948.5,56550.792969,56942.136719,56942.136719,41388338699,"Positive sentiment towards Bitcoin is evident with mentions of wider acceptance for $BKKT, a price increase alert for BNBUP/USDT on Binance, and an appreciation in value of Bitcoin in El Salvador. Additionally, there's excitement for a pump, Etherium Bridge launch for BabyDogeCoin",0
2021-11-19,56896.128906,58351.113281,55705.179688,58119.578125,58119.578125,38702407772,"The text reflects a positive sentiment towards Bitcoin and cryptocurrency, highlighting investment opportunities, community support, and the potential impact on future generations. It mentions endorsements from figures like Jack Dorsey and Elon Musk for Hamstercoin, an opportunity to earn Bitcoin, and the belief in Bitcoin's long-term value. The",0
2021-11-24,57565.851563,57803.066406,55964.222656,56280.425781,56280.425781,36635566789,"Bitcoin's current price is $56,783.13, with a 1-hour decline of 0.10%, a 24-hour decline of 1.67%, a 7-day loss of 5.96%, and a 30-day loss of 9.64%. Metaland",0
2021-11-25,57165.417969,59367.96875,57146.683594,57274.679688,57274.679688,34284016248,"The sentiment towards Bitcoin in the provided text appears mixed. High Ethereum fees are driving a shift towards layer-1 platforms, suggesting potential competition for Bitcoin. The mention of Bitcoin helping people escape poverty indicates a positive view. However, there are warnings about a potential market top and signs of a bubble with references",0
2021-11-26,58960.285156,59183.480469,53569.765625,53569.765625,53569.765625,41810748221,"The sentiment towards Bitcoin and cryptocurrency projects appears to be generally positive. Users express excitement about participating in projects like SolanaFarm, suggesting a belief in the future popularity of such ventures. A billionaire's quote indicates optimism about Bitcoin's potential to change the world, while others mention buying the dip during price crashes",0
2021-12-11,47264.632813,49458.210938,46942.347656,49362.507813,49362.507813,25775869261,"Urgent analysis suggests a significant drop in #Glitch (#GLCH). Multiple tweets express enthusiasm and positive sentiment towards Bitcoin and cryptocurrency projects, mentioning airdrops, mining startups, and price updates. Users showcase support for various crypto-related endeavors and share anticipation for future success, with phrases like """,1
2021-12-17,47653.730469,48004.894531,45618.214844,46202.144531,46202.144531,32902725329,"Bitcoin's current value is $46,780.04, with a high of $48,413.51 and a low of $45,478.74, and a market cap of $884.31 billion. Users commend @Tradecrypto11 for protecting funds during the Bitcoin crash with their",0
2021-12-29,47623.871094,48119.742188,46201.496094,46444.710938,46444.710938,30049226299,"Users on social media are expressing various sentiments towards Bitcoin, ranging from hopeful anticipation for Elon Musk to boost Bitcoin's value, to speculation about price movements, and announcements of significant investments in Bitcoin futures. There is also promotion of cryptocurrency-related educational content, encouragement to mine Bitcoin, and discussion of other crypto tokens",0
2021-12-30,46490.605469,47879.964844,46060.3125,47178.125,47178.125,26686491018,"Binance is set to complete the acquisition of Swipe, signaling a CEO departure. Cryptocurrency market, including Bitcoin, experienced significant advocacy and price gains in 2021, despite bearish trends. Public sentiment and interest in Bitcoin and various cryptocurrencies remain high, with discussions on price action, investment strategies,",0
2022-01-11,41819.507813,43001.15625,41407.753906,42735.855469,42735.855469,26327648900,"The text reflects varying sentiments towards Bitcoin and related topics. One user suggests simplifying complex information for the general public, similar to Michael Saylor's approach to Bitcoin. Another tweet promotes a new NFT-based PlayToEarn game project, implying optimism. BlueSparrow is announced to have new utility",0
2022-01-12,42742.179688,44135.367188,42528.988281,43949.101563,43949.101563,33499938689,"The sentiment towards Bitcoin in the provided text is mixed. Influencers are backing a project related to Bitcoin, suggesting positivity. A user has zero interest in central planning but doesn't explicitly say Bitcoin can't fix it, implying skepticism. A release mentions a nonprofit entity supporting Bitcoin development, indicating support. A",0
2022-01-13,43946.742188,44278.421875,42447.042969,42591.570313,42591.570313,47691135082,"Yahoo Finance lists the top five cryptocurrency mobile apps of the year, highlighting their importance in the crypto market. BlueSparrow announces a new income utility with its own platform for trading BlueSparrow tokens without gas fees, offering free deposits and low-cost trading, with benefits for token holders. The",0
2022-01-14,42598.871094,43346.6875,41982.617188,43099.699219,43099.699219,23577403399,"Positive sentiment is shown towards Bitcoin with Jack Dorsey building an open Bitcoin mining system, the mention of a new mobile app for trading with hashtag #Bitcoin, and a watch company accepting Bitcoin. There is debate on whether the market is entering a bear phase or merely correcting, similar to May 2021",0
2022-01-19,42374.039063,42478.304688,41242.914063,41744.328125,41744.328125,23091543258,"The sentiment towards Bitcoin appears mixed: one user is enthusiastic about going long on BTCUSD, suggesting optimism. The BTC price experienced a slight drop but also a minor increase over 24 hours, indicating short-term volatility. A three-month downtrend shows a less positive long-term sentiment. Hints about insider",0
2022-01-20,41744.027344,43413.023438,40672.824219,40680.417969,40680.417969,20382033940,"The sentiment toward Bitcoin (BTC) is mixed: there's a mention of a fakeout leading to a price drop, a discussion about the different strategies involving Bitcoin by various companies, and a confirmation of a BTC breakout. Additionally, a tweet discusses the broader impact of money and character without directly expressing sentiment",0
2022-01-21,40699.605469,41060.527344,35791.425781,36457.316406,36457.316406,43011992031,"The sentiment towards Bitcoin in the provided text ranges from critical to optimistic. Some users criticize financial commentators like Jim Cramer for poor investment advice, highlighting buying high and selling low, especially in Bitcoin and stocks. Others promote holding Bitcoin long-term and aim for owning more than one BTC. There's also a",0
2022-01-22,36471.589844,36688.8125,34349.25,35030.25,35030.25,39714385405,"The sentiment toward Bitcoin in the provided text is mixed. Some posts express excitement and anticipation for new projects and launches like Aidifinance's AidiCraftV2, highlighting support for NFT artists in the NFT space. Others show enthusiasm for participating in cryptocurrency events, suggesting a positive outlook for projects",1
